timestamp,open,high,low,close,volume
2026-08-01 09:15:00,22000.0,22050.0,21980.0,22030.0,150000
2026-08-01 09:20:00,22030.0,22080.0,22020.0,22060.0,165000
2026-08-01 09:25:00,22060.0,22100.0,22050.0,22090.0,180000
2026-08-01 09:30:00,22090.0,22140.0,22085.0,22130.0,210000
2026-08-01 09:35:00,22130.0,22170.0,22120.0,22160.0,195000
2026-08-01 09:40:00,22160.0,22190.0,22140.0,22150.0,140000
2026-08-01 09:45:00,22150.0,22160.0,22090.0,22100.0,160000
2026-08-01 09:50:00,22100.0,22110.0,22040.0,22050.0,175000
2026-08-01 09:55:00,22050.0,22060.0,21990.0,22000.0,190000
2026-08-01 10:00:00,22000.0,22020.0,21950.0,21960.0,200000
2026-08-01 10:05:00,21960.0,21980.0,21920.0,21940.0,180000
2026-08-01 10:10:00,21940.0,21990.0,21935.0,21980.0,155000
2026-08-01 10:15:00,21980.0,22040.0,21975.0,22030.0,170000
2026-08-01 10:20:00,22030.0,22090.0,22025.0,22080.0,185000
2026-08-01 10:25:00,22080.0,22150.0,22075.0,22140.0,220000
2026-08-01 10:30:00,22140.0,22200.0,22135.0,22190.0,240000
2026-08-01 10:35:00,22190.0,22250.0,22185.0,22240.0,260000
2026-08-01 10:40:00,22240.0,22280.0,22230.0,22270.0,210000
2026-08-01 10:45:00,22270.0,22300.0,22250.0,22260.0,190000
2026-08-01 10:50:00,22260.0,22270.0,22200.0,22210.0,175000
2026-08-01 10:55:00,22210.0,22220.0,22150.0,22160.0,165000
2026-08-01 11:00:00,22160.0,22170.0,22100.0,22110.0,150000
2026-08-01 11:05:00,22110.0,22150.0,22105.0,22140.0,140000
2026-08-01 11:10:00,22140.0,22200.0,22135.0,22190.0,160000
2026-08-01 11:15:00,22190.0,22260.0,22185.0,22250.0,190000
2026-08-01 11:20:00,22250.0,22320.0,22245.0,22310.0,230000
2026-08-01 11:25:00,22310.0,22380.0,22305.0,22370.0,280000
2026-08-01 11:30:00,22370.0,22420.0,22365.0,22410.0,300000
2026-08-01 11:35:00,22410.0,22450.0,22400.0,22430.0,250000
2026-08-01 11:40:00,22430.0,22440.0,22380.0,22390.0,210000
2026-08-01 11:45:00,22390.0,22400.0,22320.0,22330.0,190000
2026-08-01 11:50:00,22330.0,22340.0,22270.0,22280.0,175000
2026-08-01 11:55:00,22280.0,22290.0,22210.0,22220.0,160000
2026-08-01 12:00:00,22220.0,22230.0,22160.0,22170.0,150000
2026-08-01 12:05:00,22170.0,22210.0,22165.0,22200.0,140000
2026-08-01 12:10:00,22200.0,22260.0,22195.0,22250.0,170000
2026-08-01 12:15:00,22250.0,22330.0,22245.0,22320.0,210000
2026-08-01 12:20:00,22320.0,22400.0,22315.0,22390.0,260000
2026-08-01 12:25:00,22390.0,22470.0,22385.0,22460.0,310000
2026-08-01 12:30:00,22460.0,22520.0,22455.0,22510.0,350000
