timestamp,open,high,low,close,volume
2026-08-01 09:15:00,2500.0,2515.0,2495.0,2510.0,50000
2026-08-01 09:20:00,2510.0,2525.0,2505.0,2520.0,55000
2026-08-01 09:25:00,2520.0,2535.0,2515.0,2530.0,60000
2026-08-01 09:30:00,2530.0,2545.0,2525.0,2540.0,70000
2026-08-01 09:35:00,2540.0,2550.0,2535.0,2545.0,65000
2026-08-01 09:40:00,2545.0,2552.0,2538.0,2540.0,45000
2026-08-01 09:45:00,2540.0,2542.0,2525.0,2528.0,52000
2026-08-01 09:50:00,2528.0,2530.0,2510.0,2515.0,58000
2026-08-01 09:55:00,2515.0,2518.0,2498.0,2500.0,64000
2026-08-01 10:00:00,2500.0,2505.0,2490.0,2492.0,72000
