timestamp,open,high,low,close,volume
2026-08-01 09:15:00,48000.0,48120.0,47950.0,48080.0,250000
2026-08-01 09:20:00,48080.0,48200.0,48060.0,48150.0,275000
2026-08-01 09:25:00,48150.0,48280.0,48130.0,48240.0,300000
2026-08-01 09:30:00,48240.0,48350.0,48220.0,48310.0,320000
2026-08-01 09:35:00,48310.0,48400.0,48290.0,48380.0,290000
2026-08-01 09:40:00,48380.0,48420.0,48310.0,48330.0,210000
2026-08-01 09:45:00,48330.0,48350.0,48200.0,48220.0,240000
2026-08-01 09:50:00,48220.0,48250.0,48100.0,48120.0,260000
2026-08-01 09:55:00,48120.0,48140.0,47980.0,48000.0,280000
2026-08-01 10:00:00,48000.0,48050.0,47900.0,47920.0,310000
