timestamp,open,high,low,close,volume
2022-10-24 17:59:47,302.58,304.36,299.15,303.2,48621493
2022-10-25 17:59:47,307.59,308.41,302.26,305.78,46613446
2022-10-26 17:59:47,307.08,308.94,306.54,307.06,31451669
2022-10-27 17:59:47,307.1,307.29,304.83,306.35,35048117
2022-10-28 17:59:47,305.2,306.6,303.08,306.27,31708930
2022-10-31 17:59:47,308.62,312.03,306.33,307.6,23315881
2022-11-01 17:59:47,303.31,303.85,301.75,303.8,21464471
2022-11-02 17:59:47,302.77,304.2,302.02,303.01,15626211
2022-11-03 17:59:47,311.48,314.09,308.94,310.33,14367176
2022-11-04 17:59:47,303.51,305.19,302.37,304.92,32614627
2022-11-07 17:59:47,310.69,313.48,308.75,312.36,40467669
2022-11-08 17:59:47,313.33,314.68,312.52,313.66,49635147
2022-11-09 17:59:47,318.06,318.86,316.26,317.23,13624048
2022-11-10 17:59:47,308.4,308.42,307.52,307.84,39023713
2022-11-11 17:59:47,314.12,315.1,311.69,313.86,37208055
2022-11-14 17:59:47,312.0,312.68,309.81,311.14,36701459
2022-11-15 17:59:47,312.7,315.15,309.89,311.56,31119455
2022-11-16 17:59:47,302.76,304.56,302.46,303.93,46533114
2022-11-17 17:59:47,303.19,305.55,303.18,303.34,38078863
2022-11-18 17:59:47,302.21,303.13,301.26,302.86,22437910
2022-11-21 17:59:47,301.67,304.43,301.63,303.45,18617787
2022-11-22 17:59:47,295.23,297.2,295.22,296.28,45159510
2022-11-23 17:59:47,295.9,296.68,294.83,296.04,42737131
2022-11-24 17:59:47,300.38,300.77,299.9,300.17,49426058
2022-11-25 17:59:47,298.97,300.46,296.08,297.5,6541835
2022-11-28 17:59:47,298.45,300.21,296.26,298.77,29798412
2022-11-29 17:59:47,291.53,292.64,290.54,292.47,18106354
2022-11-30 17:59:47,297.24,298.71,297.05,297.95,39853873
2022-12-01 17:59:47,306.14,307.15,304.91,306.8,15910994
2022-12-02 17:59:47,302.13,303.57,299.09,299.22,37450686
2022-12-05 17:59:47,296.98,298.17,292.76,297.03,23459789
2022-12-06 17:59:47,300.21,301.42,297.31,299.46,22435446
2022-12-07 17:59:47,293.02,295.76,291.0,292.56,49475250
2022-12-08 17:59:47,296.22,298.02,295.52,296.24,43298120
2022-12-09 17:59:47,298.36,298.69,296.9,297.94,14637972
2022-12-12 17:59:47,300.36,303.07,298.92,301.0,35223899
2022-12-13 17:59:47,305.46,305.95,305.3,305.62,16164205
2022-12-14 17:59:47,308.56,311.71,306.67,308.33,29229034
2022-12-15 17:59:47,310.94,314.83,307.93,310.12,26675255
2022-12-16 17:59:47,310.97,312.73,307.6,308.8,22261118
2022-12-19 17:59:47,311.86,313.82,309.16,310.71,25185064
2022-12-20 17:59:47,310.02,312.19,308.65,310.66,36814006
2022-12-21 17:59:47,311.9,313.93,309.22,311.6,31486026
2022-12-22 17:59:47,314.55,316.12,313.19,314.28,23674907
2022-12-23 17:59:47,317.25,319.61,317.01,317.13,36892645
2022-12-26 17:59:47,320.87,322.87,320.34,321.49,20367918
2022-12-27 17:59:47,325.54,327.63,323.52,325.51,44088308
2022-12-28 17:59:47,323.19,326.92,320.69,324.11,39673034
2022-12-29 17:59:47,325.3,328.96,324.31,324.74,32082966
2022-12-30 17:59:47,327.12,330.71,326.16,328.44,18007012
2023-01-02 17:59:47,330.78,331.53,327.01,328.92,35585460
2023-01-03 17:59:47,324.13,326.23,323.6,324.03,29342382
2023-01-04 17:59:47,333.86,335.28,331.97,332.44,21541152
2023-01-05 17:59:47,335.45,337.06,334.3,335.94,27980371
2023-01-06 17:59:47,328.3,329.08,325.58,328.87,30040002
2023-01-09 17:59:47,327.91,329.26,326.6,328.55,10441800
2023-01-10 17:59:47,331.76,333.88,331.3,331.41,33847490
2023-01-11 17:59:47,336.74,338.23,335.93,335.97,26970591
2023-01-12 17:59:47,344.56,346.32,343.77,344.44,37062505
2023-01-13 17:59:47,341.61,344.81,340.81,343.61,43990625
2023-01-16 17:59:47,341.97,346.33,339.71,343.72,21504750
2023-01-17 17:59:47,342.87,343.86,340.03,343.48,15018069
2023-01-18 17:59:47,353.07,353.21,349.28,351.7,24646496
2023-01-19 17:59:47,354.4,356.75,351.78,354.72,18871020
2023-01-20 17:59:47,352.91,353.94,350.26,352.77,35962092
2023-01-23 17:59:47,361.24,361.72,359.76,360.63,36983786
2023-01-24 17:59:47,371.77,374.59,369.65,370.38,30496870
2023-01-25 17:59:47,364.97,367.18,361.56,365.78,30020599
2023-01-26 17:59:47,366.13,368.53,361.11,366.39,8263837
2023-01-27 17:59:47,380.21,381.61,378.58,378.87,11663565
2023-01-30 17:59:47,376.82,378.6,372.88,374.83,46106797
2023-01-31 17:59:47,376.0,380.34,375.56,376.86,32757545
2023-02-01 17:59:47,375.15,376.25,374.35,375.36,43150434
2023-02-02 17:59:47,379.38,381.63,378.08,380.8,12215739
2023-02-03 17:59:47,375.0,377.92,374.37,376.79,38520691
2023-02-06 17:59:47,380.92,383.77,378.88,380.39,28100562
2023-02-07 17:59:47,368.88,372.25,364.8,368.43,36353089
2023-02-08 17:59:47,371.78,372.8,370.83,371.7,10838295
2023-02-09 17:59:47,371.44,372.27,370.93,371.68,8598183
2023-02-10 17:59:47,367.88,368.39,366.33,367.04,6485117
2023-02-13 17:59:47,360.73,363.02,360.7,362.24,13248906
2023-02-14 17:59:47,362.53,364.54,360.7,362.41,21627755
2023-02-15 17:59:47,362.44,364.44,359.02,360.91,17861705
2023-02-16 17:59:47,359.91,363.46,359.17,361.86,31430562
2023-02-17 17:59:47,359.12,361.53,355.04,357.89,49474801
2023-02-20 17:59:47,347.18,347.7,344.21,346.66,10997356
2023-02-21 17:59:47,347.22,350.33,346.54,348.86,44935093
2023-02-22 17:59:47,360.71,361.97,359.25,360.11,32295387
2023-02-23 17:59:47,362.27,363.96,358.73,360.73,21393693
2023-02-24 17:59:47,364.27,366.22,362.76,365.48,41533466
2023-02-27 17:59:47,363.15,364.73,361.16,363.29,14961707
2023-02-28 17:59:47,366.73,368.93,366.08,366.86,33109261
2023-03-01 17:59:47,362.3,364.75,360.83,364.16,35478473
2023-03-02 17:59:47,366.76,367.36,364.17,367.28,8017801
2023-03-03 17:59:47,363.95,365.43,362.36,364.74,42366760
2023-03-06 17:59:47,364.49,367.2,363.1,366.44,32562958
2023-03-07 17:59:47,368.89,371.71,368.72,369.61,30310805
2023-03-08 17:59:47,371.6,372.34,371.5,371.68,23200771
2023-03-09 17:59:47,373.11,375.71,373.05,374.14,40088366
2023-03-10 17:59:47,374.89,377.55,373.61,374.95,37410763
2023-03-13 17:59:47,380.79,381.26,378.39,379.4,9649242
2023-03-14 17:59:47,372.79,375.51,372.61,372.63,25237029
2023-03-15 17:59:47,375.58,377.74,372.91,375.56,11467763
2023-03-16 17:59:47,376.64,379.5,372.93,375.99,40227367
