timestamp,open,high,low,close,volume
2022-10-24 17:59:47,402.22,404.23,399.15,403.38,36976097
2022-10-25 17:59:47,391.0,395.38,389.19,390.16,45563063
2022-10-26 17:59:47,384.3,384.75,381.93,384.07,16869042
2022-10-27 17:59:47,392.02,394.85,390.79,392.68,33066648
2022-10-28 17:59:47,391.99,392.66,390.17,392.06,6187718
2022-10-31 17:59:47,390.5,392.3,389.8,391.08,18454847
2022-11-01 17:59:47,396.37,396.7,393.98,395.62,6737328
2022-11-02 17:59:47,398.12,398.64,396.84,397.39,5706124
2022-11-03 17:59:47,392.16,393.73,390.75,393.11,31831473
2022-11-04 17:59:47,389.49,394.29,385.82,390.84,25677610
2022-11-07 17:59:47,400.5,403.17,398.31,398.76,30441738
2022-11-08 17:59:47,395.65,396.69,392.48,394.89,49235877
2022-11-09 17:59:47,380.86,383.67,377.78,381.09,45244684
2022-11-10 17:59:47,386.24,389.75,385.53,385.67,5039790
2022-11-11 17:59:47,387.47,391.34,386.63,388.3,30628000
2022-11-14 17:59:47,390.54,392.26,386.75,390.71,42245765
2022-11-15 17:59:47,382.72,384.57,381.32,383.44,17607055
2022-11-16 17:59:47,384.44,386.34,384.03,384.77,34074796
2022-11-17 17:59:47,388.34,390.16,387.96,389.84,14950005
2022-11-18 17:59:47,386.17,386.94,382.66,385.46,37626195
2022-11-21 17:59:47,373.14,373.53,371.34,372.01,23230152
2022-11-22 17:59:47,369.7,370.18,367.72,368.92,36379729
2022-11-23 17:59:47,359.7,362.52,354.64,358.99,43613576
2022-11-24 17:59:47,364.13,364.43,359.9,363.43,24005267
2022-11-25 17:59:47,366.46,367.38,363.78,366.4,7043642
2022-11-28 17:59:47,374.06,377.82,373.7,374.69,31019868
2022-11-29 17:59:47,378.61,379.1,375.23,378.62,36240716
2022-11-30 17:59:47,388.69,391.08,382.28,386.19,8123071
2022-12-01 17:59:47,384.86,385.87,384.25,385.86,38961876
2022-12-02 17:59:47,384.21,384.82,383.44,383.74,26206030
2022-12-05 17:59:47,391.67,391.82,384.43,389.99,49325644
2022-12-06 17:59:47,387.41,388.57,386.24,386.98,6226468
2022-12-07 17:59:47,380.65,380.97,376.72,379.84,23511244
2022-12-08 17:59:47,388.05,391.61,387.05,387.29,18235387
2022-12-09 17:59:47,401.21,404.0,400.56,400.73,49777471
2022-12-12 17:59:47,399.18,400.46,396.1,398.35,35154645
2022-12-13 17:59:47,402.03,404.9,399.15,400.49,38646027
2022-12-14 17:59:47,411.66,413.45,405.94,408.9,14724616
2022-12-15 17:59:47,401.52,401.91,399.31,401.51,20593705
2022-12-16 17:59:47,405.99,409.32,402.52,406.49,21693599
2022-12-19 17:59:47,408.88,409.48,405.13,409.27,15224656
2022-12-20 17:59:47,411.0,411.68,404.59,409.4,42571541
2022-12-21 17:59:47,401.21,405.61,398.59,402.64,9742673
2022-12-22 17:59:47,398.91,400.44,396.85,398.32,48357145
2022-12-23 17:59:47,406.62,410.42,405.29,407.71,28660383
2022-12-26 17:59:47,406.07,406.88,405.54,405.79,24255672
2022-12-27 17:59:47,400.8,404.23,399.77,401.5,23867814
